,start,end,who_said,line,similar_line,similarity,similarity_category
1676,"01:52:36,840","01:52:38,440",Tony Stark,"We get through this, I'll hold your own.","We get through this, I'll hold your own",1.0,100%
1677,"01:52:38,520","01:52:40,363",James Rhodes,You had to make it weird.,You had to make it weird,1.0,100%
1678,"01:52:45,200","01:52:48,170",Tony Stark,I got about 50 to 100 more coming in after this group.,"Rhodey, get the rest of the people on board that carrier",0.22,< 80%
1679,"01:53:05,120","01:53:06,531",Clint Barton,Here we go. Here we go. Let's move.,"Here we go, let's move",0.99,90% - 99%
1680,"01:53:06,880","01:53:07,961",Clint Barton,"Let's go, everyone!",Let's go everyone,1.0,100%
1681,"01:53:10,480","01:53:12,482",Specialist Cameron Klein,Number six boat is topped and locked...,Number six boat is topped and locked,1.0,100%
1682,"01:53:12,600","01:53:15,001",Specialist Cameron Klein,Or stocked... Topped...,"Or, uh, or stocked, topped",0.91,90% - 99%
1683,"01:53:15,520","01:53:16,965",Specialist Cameron Klein,It's full of people.,"it's, uh, full of people",0.92,90% - 99%
1684,"01:53:18,720","01:53:19,801",Maria Hill,Incoming!,Incoming,1.0,100%
1685,"01:53:22,840","01:53:23,887",Specialist Cameron Klein,"Oh, God!","Oh, God",1.0,100%
1686,"01:53:34,400","01:53:35,640",Ultron,You think you're saving anyone?,You think you're saving anyone,1.0,100%
1687,"01:53:37,520","01:53:39,522",Ultron,I turn that key and drop this rock a little early,I turn that key and drop this rock a little early and it's still billions dead,0.97,90% - 99%
1688,"01:53:39,680","01:53:41,762",Ultron,and it's still billions dead.,I turn that key and drop this rock a little early and it's still billions dead,0.86,80% - 89%
1689,"01:53:42,240","01:53:43,401",Ultron,Even you can't stop that.,Even you can't stop that,1.0,100%
1690,"01:53:43,560","01:53:48,401",Thor,"I am Thor, son of Odin, and as long as there is life in my breast...","I am Thor, son of Odin, and as long as there is life in my breast, I am",0.96,90% - 99%
1691,"01:53:48,520","01:53:52,081",Pietro Maximoff,I am running out of things to say!,I'm not going to leave you here,0.81,80% - 89%
1692,"01:53:48,520","01:53:52,081",Thor,Are you ready?,Are you ready,1.0,100%
1693,"01:53:59,760","01:54:00,886",Specialist Cameron Klein,It's terribly wellbalanced.,It,0.98,90% - 99%
1694,"01:54:01,240","01:54:04,722",Thor,"Well, if there's too much weight, you lose power on the swing, so...","Well, if there's too much weight, you lose power on the swing, so",1.0,100%
1695,"01:54:05,680","01:54:08,331",Clint Barton,I got it. Create a heat seal.,"If I knock out that east wall, it'll make a nice work space for Laura, huh",0.85,80% - 89%
1696,"01:54:08,760","01:54:09,807",Tony Stark,I could...,I can,0.94,90% - 99%
1697,"01:54:09,880","01:54:12,281",Tony Stark,I could supercharge the spire from below.,I can supercharge the spire from below,0.97,90% - 99%
1698,"01:54:12,440","01:54:13,487",FRIDAY,Running numbers.,Running numbers,1.0,100%
1699,"01:54:23,600","01:54:25,284",FRIDAY,A heat seal could work with enough power.,A heat seal could work with enough power,1.0,100%
1700,"01:54:25,760","01:54:27,762",Tony Stark,"Thor, I got a plan.","Thor, I got a plan",1.0,100%
1701,"01:54:25,760","01:54:27,762",Thor,We're out of time.,We're out of time,1.0,100%
1702,"01:54:27,960","01:54:29,166",Thor,They're coming for the core.,They're coming for the core,1.0,100%
1703,"01:54:29,280","01:54:31,089",Tony Stark,"Rhodey, get the rest of the people on board that carrier.","Rhodey, get the rest of the people on board that carrier",1.0,100%
1704,"01:54:31,240","01:54:34,449",James Rhodes,On it.,On it,1.0,100%
1705,"01:54:31,240","01:54:34,449",Tony Stark,"Avengers, time to work for a living.","Avengers, time to work for a living",1.0,100%
1706,"01:54:43,560","01:54:44,800",Thor,Are you good?,Are you ready,0.93,90% - 99%
1707,"01:54:43,560","01:54:44,800",Steve Rogers,Yeah.,Yeah,1.0,100%
1708,"01:54:46,280","01:54:47,327",Tony Stark,Romanoff.,Romanoff,1.0,100%
1709,"01:54:47,480","01:54:49,881",Tony Stark,You and Banner better not be playing hide the zucchini.,You and Banner better not be playing hide the zucchini,1.0,100%
1710,"01:54:49,960","01:54:51,041",Natasha Romanoff,"Relax, shellhead.","Relax, Shellhead",1.0,100%
1711,"01:54:51,440","01:54:52,885",Natasha Romanoff,Not all of us can fly.,Not all of us can fly,1.0,100%
1712,"01:54:58,640","01:55:00,324",Natasha Romanoff,What's the drill?,What's the drill,1.0,100%
1713,"01:54:58,640","01:55:00,324",Tony Stark,This is the drill.,This is the drill,1.0,100%
1714,"01:55:00,480","01:55:02,642",Tony Stark,"If Ultron gets a hand on the core, we lose.","If Ultron gets a hand on the core, we lose",1.0,100%
1715,"01:55:07,240","01:55:09,242",Thor,Is that the best you can do?,Is that the best you can do,1.0,100%
1716,"01:55:19,120","01:55:20,690",Steve Rogers,You had to ask.,You had to ask,1.0,100%
1717,"01:55:20,800","01:55:23,121",Ultron,This is the best I can do.,This is the best I can do,1.0,100%
1718,"01:55:23,240","01:55:24,890",Ultron,This is exactly what I wanted.,This is exactly what I wanted,1.0,100%
1719,"01:55:25,240","01:55:26,571",Ultron,All of you,"All of you, against all of me",0.97,90% - 99%
1720,"01:55:26,680","01:55:28,330",Ultron,against all of me.,"All of you, against all of me",0.97,90% - 99%
1721,"01:55:28,600","01:55:30,807",Ultron,How can you possibly hope to stop me?,How could you possibly hope to stop me,0.99,90% - 99%
1722,"01:55:31,680","01:55:33,523",Tony Stark,"Well, like the old man said...","Well, like the old man said",1.0,100%
1723,"01:55:34,840","01:55:35,841",Tony Stark,Together.,Together,1.0,100%
1724,"01:57:04,760","01:57:07,161",Ultron,"You know, with the benefit of hindsight...",Of you,0.87,80% - 89%
1725,"01:57:16,440","01:57:17,441",Thor,They'll try to leave the city.,They'll try to leave the city,1.0,100%
1726,"01:57:17,600","01:57:19,284",Tony Stark,"We can't let them, not even one. Rhodey.","We can't let 'em, not even one",0.99,90% - 99%
1727,"01:57:19,640","01:57:20,721",James Rhodes,I'm on it.,I'm on it,1.0,100%
1728,"01:57:21,120","01:57:22,485",James Rhodes,No. I didn't say you could leave.,"Oh, no, I didn't say you could leave",0.99,90% - 99%
1729,"01:57:23,120","01:57:25,202",James Rhodes,War Machine coming at you! Right...,"War Machine, comin' at you, right  Okay, what",0.95,90% - 99%
1730,"01:57:31,600","01:57:32,965",Wanda Maximoff,"Okay, what?",Do you know how it felt,0.78,< 80%
1731,"01:57:33,200","01:57:35,202",Steve Rogers,We gotta move out.,We gotta move out,1.0,100%
1732,"01:57:33,200","01:57:35,202",Steve Rogers,Even I can tell the air is getting thin.,Even I can tell the air is getting thin,1.0,100%
1733,"01:57:35,360","01:57:36,646",Steve Rogers,You guys get to the boats.,"You guys get to the boats, I'll sweep for stragglers, be right behind you",0.91,90% - 99%
1734,"01:57:36,800","01:57:38,640",Clint Barton,I'll sweep for stragglers.,I'm fine,0.77,< 80%
1735,"01:57:36,800","01:57:38,640",Tony Stark,Be right behind you.,You and Banner better not be playing hide the zucchini,0.89,80% - 89%
1736,"01:57:38,800","01:57:41,246",Clint Barton,What about the core?,What about the core,1.0,100%
1737,"01:57:38,800","01:57:41,246",Wanda Maximoff,I'll protect it.,I'll protect it,1.0,100%
1738,"01:57:43,040","01:57:44,201",Wanda Maximoff,It's my job.,It's my job,1.0,100%
1739,"01:57:45,320","01:57:46,481",Ultron,Nat.,"I got no strings, so I have fun",0.17,< 80%
1740,"01:57:46,760","01:57:47,761",Nick Fury,This way.,"But with Stark's stealth tech, we still can't track the damn thing",0.75,< 80%
1741,"01:57:52,160","01:57:53,321",Wanda Maximoff,Get the people on the boats.,Get the people on the boats,1.0,100%
1742,"01:57:53,480","01:57:54,481",Pietro Maximoff,I'm not going to leave you here.,I'm not going to leave you here,1.0,100%
1743,"01:57:54,640","01:57:55,687",Wanda Maximoff,I can handle this.,I can handle this,1.0,100%
1744,"01:57:58,000","01:57:59,240",Wanda Maximoff,Come back for me when everyone else is off.,"Come back for me when everyone else is off, not before",0.98,90% - 99%
1745,"01:57:59,480","01:58:00,970",Thor,Not before.,Maybe not,0.84,80% - 89%
1746,"01:58:01,600","01:58:02,726",Wanda Maximoff,You understand?,You understand,1.0,100%
1747,"01:58:03,760","01:58:05,444",Pietro Maximoff,"You know, I'm 12 minutes older than you.","You know, I'm twelve minutes older than you",0.94,90% - 99%
1748,"01:58:05,840","01:58:06,921",Wanda Maximoff,Go.,Go,1.0,100%
1749,"01:58:08,480","01:58:10,005",FRIDAY,"Boss, power levels are way below...","Boss, power levels are way below opt",0.96,90% - 99%
1750,"01:58:10,120","01:58:12,282",Tony Stark,Reroute everything.,Reroute everything,1.0,100%
1751,"01:58:10,120","01:58:12,282",Tony Stark,We get one shot at this.,We get one shot at this,1.0,100%
1752,"01:58:17,240","01:58:18,526",Clint Barton,I know what I need to do.,I know what I need to do,1.0,100%
1753,"01:58:18,840","01:58:19,887",Clint Barton,The dining room.,The dining room,1.0,100%
1754,"01:58:20,160","01:58:23,720",Clint Barton,"If I knock out that east wall, it'd make a nice workspace for Laura, huh?","If I knock out that east wall, it'll make a nice work space for Laura, huh",0.99,90% - 99%
1755,"01:58:25,200","01:58:26,361",Tony Stark,Put up some baffling.,It would still go up,0.81,80% - 89%
1756,"01:58:26,480","01:58:28,761",Clint Barton,She can't hear the kids running around.,"Put up some baffling, she can't hear the kids running around, what do you think",0.89,80% - 89%
1757,"01:58:26,480","01:58:28,761",Wanda Maximoff,What do you think?,Do you know how it felt,0.94,90% - 99%
1758,"01:58:28,800","01:58:29,881",Natasha Romanoff,You guys always eat in the kitchen anyway.,You guys always eat in the kitchen anyway,1.0,100%
1759,"01:58:30,040","01:58:31,565",Clint Barton,No one eats in a dining room.,No one eats in a dining room,1.0,100%
1760,"01:58:37,240","01:58:38,360",Clint Barton,We don't have a lot of time.,We don't have a lot of time,1.0,100%
1761,"01:58:38,960","01:58:40,928",Natasha Romanoff,So get your ass on a boat.,So get your ass on a boat,1.0,100%
1762,"01:58:53,880","01:58:55,006",Natasha Romanoff,"Hey, big guy.","Hey, big guy",1.0,100%
1763,"01:58:56,800","01:58:58,564",Natasha Romanoff,Sun's getting real low.,Sun's getting real low,1.0,100%
1764,"01:58:59,080","01:59:01,731",Ultron,You're safe now.,"If you stay here, you'll die",0.83,80% - 89%
1765,"01:58:59,080","01:59:01,731",Tony Stark,You're gonna be okay. Buckle up.,And you're gonna miss me,0.81,80% - 89%
1766,"01:59:04,280","01:59:05,850",Natasha Romanoff,"Secure your gear, find a seat.",So get your ass on a boat,0.75,< 80%
1767,"01:59:05,960","01:59:07,246",Zrinka,Costel!,Costel,1.0,100%
1768,"01:59:08,320","01:59:09,446",Zrinka,We were in the market.,We were in the market,1.0,100%
1769,"01:59:09,560","01:59:10,607",Zrinka,Costel!,Costel,1.0,100%
1770,"01:59:25,320","01:59:27,368",Tony Stark,"Thor, I'm gonna need you back in the church.","Thor, I'm gonna need you back in the church",1.0,100%
1771,"01:59:27,480","01:59:28,925",Thor,Is this the last of them?,Is this the last of them,1.0,100%
1772,"01:59:27,480","01:59:28,925",Tony Stark,Yeah.,Yeah,1.0,100%
1773,"01:59:29,360","01:59:31,641",Steve Rogers,Everyone else is on the carrier.,Everyone else is on the carrier,1.0,100%
1774,"01:59:29,360","01:59:33,651",Tony Stark,"You know, this works, we maybe don't walk away.","You know, if this works, we maybe don't walk away",0.98,90% - 99%
1775,"01:59:34,360","01:59:35,361",Thor,Maybe not.,Maybe not,1.0,100%
1776,"01:59:54,600","01:59:58,127",Ultron,"I got no strings, so I have fun","I got no strings, so I have fun",1.0,100%
1777,"01:59:58,600","02:00:01,285",Ultron,I'm not tied up to anyone,I'm not tied up to anyone,1.0,100%
1778,"02:00:02,880","02:00:04,211",Steve Rogers,Come on. Time to go.,"You want to keep staring at the wall, or do you want to go to work",0.83,80% - 89%
1779,"02:00:36,640","02:00:38,688",Pietro Maximoff,You didn't see that coming?,You didn't see that coming,1.0,100%
1780,"02:01:34,960","02:01:36,724",Ultron,For God's sake.,"Oh, for God's sake",0.9,90% - 99%
1781,"02:01:53,000","02:01:54,764",Natasha Romanoff,Zrinka!,Right,0.26,< 80%
1782,"02:01:53,000","02:01:54,764",Nick Fury,Costel! Baby!,"But with Stark's stealth tech, we still can't track the damn thing",0.4,< 80%
1783,"02:02:07,240","02:02:08,241",Thor,"No, no, I'm fine.",I have no choice,0.91,90% - 99%
1784,"02:02:08,400","02:02:09,401",Natasha Romanoff,Fine.,Right,0.73,< 80%
1785,"02:02:11,240","02:02:13,288",Clint Barton,It's been a long day.,"Oh, it's been a long day",0.97,90% - 99%
1786,"02:02:27,840","02:02:29,046",Ultron,Wanda.,Wanda,1.0,100%
1787,"02:02:29,760","02:02:33,003",Ultron,"If you stay here, you'll die.","If you stay here, you'll die",1.0,100%
1788,"02:02:34,600","02:02:35,965",Wanda Maximoff,I just did.,I just did,1.0,100%
1789,"02:02:36,760","02:02:38,524",Wanda Maximoff,Do you know how it felt?,Do you know how it felt,1.0,100%
1790,"02:02:52,600","02:02:54,967",Wanda Maximoff,It felt like that.,It felt like that,1.0,100%
1791,"02:03:29,960","02:03:31,610",Tony Stark,"Thor, on my mark.","Thor, on my mark",1.0,100%
1792,"02:03:46,680","02:03:47,681",Tony Stark,Now!,Now,1.0,100%
1793,"02:04:15,680","02:04:18,126",Wanda Maximoff,"Hey, big guy. We did it.",Do you know how it felt,0.84,80% - 89%
1794,"02:04:19,160","02:04:20,844",Thor,The job is finished.,Is this the last of them,0.75,< 80%
1795,"02:04:21,040","02:04:23,725",Natasha Romanoff,"Now I need you to turn this bird around, okay?","Now I need you to turn this bird around, okay",1.0,100%
1796,"02:04:28,040","02:04:29,849",Natasha Romanoff,We can't track you in stealth mode.,"We can't track you in stealth mode, so help me out",0.91,90% - 99%
1797,"02:04:31,960","02:04:34,088",Natasha Romanoff,So help me out. I need you...,"We can't track you in stealth mode, so help me out",0.87,80% - 89%
1798,"02:05:19,760","02:05:20,761",Vision,You're afraid.,You're afraid,1.0,100%
1799,"02:05:21,760","02:05:22,841",Ultron,Of you?,Of you,1.0,100%
1800,"02:05:23,520","02:05:24,681",Vision,Of death.,Of death,1.0,100%
1801,"02:05:25,400","02:05:27,209",Vision,You're the last one.,You're the last one,1.0,100%
1802,"02:05:27,440","02:05:29,886",Ultron,You were supposed to be the last.,You were supposed to be the last,1.0,100%
1803,"02:05:30,120","02:05:32,407",Ultron,Stark asked for a saviour,"Stark asked for a savior, and settled for a slave",0.93,90% - 99%
1804,"02:05:33,440","02:05:35,124",Ultron,and settled for a slave.,"Stark asked for a savior, and settled for a slave",0.94,90% - 99%
1805,"02:05:35,240","02:05:37,641",Ultron,I suppose we are both disappointments.,I suppose we are,0.97,90% - 99%
1806,"02:05:40,120","02:05:41,360",Ultron,I suppose we are.,I suppose we are,1.0,100%
1807,"02:05:42,080","02:05:43,241",Vision,Humans are odd.,Humans are odd,1.0,100%
1808,"02:05:45,080","02:05:48,721",Vision,They think order and chaos are somehow opposites,"They think order and chaos are somehow opposites, and try to control what won't be",0.92,90% - 99%
1809,"02:05:50,480","02:05:51,811",Vision,and try to control what won't be.,"They think order and chaos are somehow opposites, and try to control what won't be",0.96,90% - 99%
1810,"02:05:53,520","02:05:55,966",Vision,But there is grace in their failings.,But there is grace in their failings,1.0,100%
1811,"02:05:56,280","02:05:58,203",Vision,I think you missed that.,I think you missed that,1.0,100%
1812,"02:05:58,880","02:05:59,961",Ultron,They're doomed.,They're doomed,1.0,100%
1813,"02:06:00,880","02:06:01,927",Vision,Yes.,Yes,1.0,100%
1814,"02:06:06,160","02:06:09,084",Vision,But a thing isn't beautiful because it lasts.,But a thing isn't beautiful because it lasts,1.0,100%
1815,"02:06:11,160","02:06:13,162",Vision,It's a privilege to be among them.,It's a privilege to be among them,1.0,100%
1816,"02:06:13,400","02:06:15,926",Ultron,You're unbearably naive.,You're unbearably naive,1.0,100%
1817,"02:06:16,200","02:06:17,406",Tony Stark,Well...,Triple Yahtzee,0.37,< 80%
1818,"02:06:19,480","02:06:21,528",Vision,I was born yesterday.,"Well, I was born yesterday",0.94,90% - 99%
1819,"02:07:34,160","02:07:36,242",Laura Barton,Look! Say hi to Auntie Nat!,Say hi to Auntie Nat,0.96,90% - 99%
1820,"02:07:37,600","02:07:38,601",Natasha Romanoff,Fat.,Fat,1.0,100%
